id	isolate	country	continent	group	group_2	region	state	species	year	source	detailed_source	location	comments	date_entered	datestamp	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
1346	WHE 69	USA	North America	west_us	NA_west	Emandal	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.491389389, -123.17882858"		1/29/2015	1/29/2015	159	122	113	139	138	136	4	124	398
1347	HOPN87	USA	North America	west_us	NA_west	Nelson	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.059567465, -123.145663366"		1/29/2015	1/29/2015	159	122	113	139	138	136	4	124	398
1348	MNR1	USA	North America	west_us	NA_west	Azzaro	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.04388445, -123.199690916"		1/29/2015	1/29/2015	160	122	113	139	138	136	4	124	399
1349	MWSRG4	USA	North America	west_us	NA_west	Montgomery Woods Grove	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.231140968, -123.39272968"		1/29/2015	1/29/2015	8	1	1	8	1	18	1	125	400
1350	LAG24	USA	North America	west_us	NA_west	Geiger	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.686508528, -123.511625134"		1/29/2015	1/29/2015	8	1	5	8	139	18	1	6	401
1351	HPN92	USA	North America	west_us	NA_west	Howard Pine North	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.342898358, -123.312501455"		1/29/2015	1/29/2015	8	1	1	8	1	18	1	125	400
1352	DRG5	USA	North America	west_us	NA_west	Gayner	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.71321069, -123.362903659"		1/29/2015	1/29/2015	104	1	8	1	1	6	4	126	402
1353	HPN91	USA	North America	west_us	NA_west	Howard Pine North	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.342898358, -123.312501455"		1/29/2015	1/29/2015	11	1	8	1	1	6	4	12	6
1354	RRRA32	USA	North America	west_us	NA_west	"Ayres, Royal Redwood Ranch"	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.222696548, -123.501675048"		1/29/2015	1/29/2015	11	1	8	1	1	6	4	12	6
1355	FCR13	USA	North America	west_us	NA_west	Keiffer	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"38.972533949, -123.129471199"		1/29/2015	1/29/2015	1	1	7	1	1	1	1	11	2
1356	RRO17	USA	North America	west_us	NA_west	Ridgewood	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.323533992, -123.306729663"		1/29/2015	1/29/2015	3	3	2	4	3	6	4	4	13
1357	MML16	USA	North America	west_us	NA_west	Magruder lower	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.279971512, -123.136543857"		1/29/2015	1/29/2015	1	1	1	1	1	1	1	11	403
1358	HRM49	USA	North America	west_us	NA_west	HR-Maude	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.021711408, -123.055494782"		1/29/2015	1/29/2015	5	5	4	5	8	5	6	6	10
1359	HWT77	USA	North America	west_us	NA_west	Hendy-Tanoak	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.064322353, -123.460405578"		1/29/2015	1/29/2015	5	5	1	8	1	5	6	127	404
1360	HPS83	USA	North America	west_us	NA_west	Howard Pine South	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.338872587, -123.30721913"		1/29/2015	1/29/2015	8	1	15	120	1	18	1	7	333
1361	RCR57	USA	North America	west_us	NA_west	Robinson Creek Road	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.10294423, -123.272936997"		1/29/2015	1/29/2015	8	1	15	120	1	18	1	7	333
1362	BTW52	USA	North America	west_us	NA_west	Brooktrails west	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.450975465, -123.387231264"		1/29/2015	1/29/2015	8	1	9	8	1	18	4	125	405
1363	HRP22	USA	North America	west_us	NA_west	HR-Pepperwood	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"38.997213507, -123.080241312"		1/29/2015	1/29/2015	8	1	9	8	1	18	4	128	406
1364	MCCP6	USA	North America	west_us	NA_west	Mill Creek County Park	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.123519256, -123.125144791"		1/29/2015	1/29/2015	6	1	114	140	1	7	4	127	407
1365	MCCP84	USA	North America	west_us	NA_west	Mill Creek County Park	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.123519256, -123.125144791"		1/29/2015	1/29/2015	6	1	114	140	1	7	4	11	408
1366	MAW68	USA	North America	west_us	NA_west	Masonite West	California	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus	"39.190224257, -123.342276305"		1/29/2015	1/29/2015	6	1	114	140	1	7	4	11	408
2079	CA382	USA	North America	west_us	NA_west		California	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes pacificus			1/29/2018	2/2/2018	1	1	7	1	1	1	1	11	2
2777	CA382_wgs	USA	North America	west_us	NA_west		California	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes pacificus			2/17/2020	3/5/2024	1	1	7	1	1	1	1	11	2
2786	CA8_wgs	USA	North America	west_us	NA_west	Sonoma County	California	Borrelia burgdorferi sensu stricto	1987	tick	Ixodes pacificus female			2/17/2020	3/5/2024	160	122	113	139	138	136	199	124	742
